   10,      0.003624,      0.002372,      0.001451
   15,      0.003445,      0.002273,      0.001433
   20,      0.003298,      0.002193,      0.001395
   25,      0.003244,      0.002146,      0.001339
   30,      0.003181,      0.002093,      0.001289
   35,      0.003103,      0.002038,      0.001254
   40,      0.003023,      0.001982,      0.001219
   45,      0.002952,      0.001933,      0.001179
   50,      0.002887,      0.001887,      0.001137
   55,      0.002824,      0.001841,      0.001098
   60,      0.002759,      0.001796,      0.001063
   65,      0.002696,      0.001750,      0.001030
   70,      0.002642,      0.001709,      0.000997
   75,      0.002594,      0.001672,      0.000966
   80,      0.002554,      0.001638,      0.000937
   85,      0.002521,      0.001610,      0.000912
   90,      0.002491,      0.001585,      0.000888
   95,      0.002463,      0.001565,      0.000865
  100,      0.002438,      0.001547,      0.000843
  105,      0.002414,      0.001532,      0.000820
  110,      0.002390,      0.001517,      0.000798
  115,      0.002368,      0.001504,      0.000777
  120,      0.002347,      0.001491,      0.000757
  125,      0.002326,      0.001479,      0.000737
  130,      0.002307,      0.001467,      0.000718
  135,      0.002288,      0.001455,      0.000701
  140,      0.002269,      0.001444,      0.000686
  145,      0.002251,      0.001433,      0.000672
  150,      0.002233,      0.001422,      0.000660
  155,      0.002214,      0.001411,      0.000650
  160,      0.002195,      0.001400,      0.000640
  165,      0.002177,      0.001388,      0.000632
  170,      0.002158,      0.001377,      0.000625
  175,      0.002139,      0.001366,      0.000618
  180,      0.002120,      0.001354,      0.000611
  185,      0.002101,      0.001343,      0.000605
  190,      0.002081,      0.001331,      0.000600
  195,      0.002062,      0.001320,      0.000594
  200,      0.002043,      0.001309,      0.000589
  205,      0.002024,      0.001297,      0.000584
  210,      0.002005,      0.001286,      0.000579
  215,      0.001985,      0.001274,      0.000574
  220,      0.001966,      0.001263,      0.000569
  225,      0.001947,      0.001251,      0.000564
  230,      0.001928,      0.001240,      0.000558
  235,      0.001909,      0.001228,      0.000553
  240,      0.001890,      0.001216,      0.000547
  245,      0.001871,      0.001205,      0.000542
  250,      0.001852,      0.001193,      0.000536
  255,      0.001834,      0.001182,      0.000531
  260,      0.001815,      0.001170,      0.000525
  265,      0.001797,      0.001159,      0.000519
  270,      0.001779,      0.001147,      0.000514
  275,      0.001761,      0.001135,      0.000508
  280,      0.001743,      0.001124,      0.000502
  285,      0.001726,      0.001112,      0.000497
  290,      0.001708,      0.001101,      0.000491
  295,      0.001691,      0.001090,      0.000485
  300,      0.001674,      0.001078,      0.000480
  305,      0.001657,      0.001067,      0.000474
  310,      0.001641,      0.001056,      0.000468
  315,      0.001624,      0.001045,      0.000463
  320,      0.001608,      0.001034,      0.000458
  325,      0.001592,      0.001023,      0.000452
  330,      0.001577,      0.001012,      0.000447
  335,      0.001561,      0.001001,      0.000442
  340,      0.001545,      0.000990,      0.000437
  345,      0.001530,      0.000980,      0.000433
  350,      0.001514,      0.000969,      0.000428
  355,      0.001499,      0.000958,      0.000424
  360,      0.001484,      0.000948,      0.000420
  365,      0.001469,      0.000937,      0.000416
  370,      0.001455,      0.000927,      0.000413
  375,      0.001440,      0.000916,      0.000409
  380,      0.001426,      0.000906,      0.000406
  385,      0.001412,      0.000896,      0.000403
  390,      0.001398,      0.000886,      0.000400
  395,      0.001384,      0.000876,      0.000397
  400,      0.001370,      0.000866,      0.000395
  405,      0.001357,      0.000857,      0.000392
  410,      0.001344,      0.000847,      0.000390
  415,      0.001331,      0.000838,      0.000388
  420,      0.001318,      0.000828,      0.000385
  425,      0.001305,      0.000819,      0.000383
  430,      0.001293,      0.000810,      0.000381
  435,      0.001280,      0.000801,      0.000379
  440,      0.001268,      0.000792,      0.000378
  445,      0.001256,      0.000783,      0.000376
  450,      0.001244,      0.000775,      0.000374
  455,      0.001233,      0.000766,      0.000372
  460,      0.001221,      0.000758,      0.000371
  465,      0.001209,      0.000750,      0.000369
  470,      0.001198,      0.000742,      0.000367
  475,      0.001187,      0.000734,      0.000366
  480,      0.001176,      0.000726,      0.000364
  485,      0.001165,      0.000718,      0.000363
  490,      0.001154,      0.000710,      0.000361
  495,      0.001144,      0.000703,      0.000360
  500,      0.001133,      0.000695,      0.000358
  505,      0.001123,      0.000688,      0.000357
  510,      0.001112,      0.000680,      0.000356
  515,      0.001102,      0.000673,      0.000354
  520,      0.001092,      0.000666,      0.000353
  525,      0.001082,      0.000659,      0.000352
  530,      0.001072,      0.000652,      0.000351
  535,      0.001063,      0.000645,      0.000349
  540,      0.001053,      0.000638,      0.000348
  545,      0.001043,      0.000632,      0.000347
  550,      0.001034,      0.000625,      0.000346
  555,      0.001025,      0.000619,      0.000345
  560,      0.001016,      0.000612,      0.000344
  565,      0.001007,      0.000606,      0.000343
  570,      0.000998,      0.000600,      0.000341
  575,      0.000989,      0.000594,      0.000340
  580,      0.000980,      0.000587,      0.000339
  585,      0.000972,      0.000581,      0.000338
  590,      0.000964,      0.000576,      0.000337
  595,      0.000955,      0.000570,      0.000336
  600,      0.000947,      0.000564,      0.000335
  605,      0.000939,      0.000558,      0.000334
  610,      0.000931,      0.000553,      0.000333
  615,      0.000923,      0.000547,      0.000332
  620,      0.000916,      0.000542,      0.000331
  625,      0.000908,      0.000537,      0.000330
  630,      0.000900,      0.000531,      0.000329
  635,      0.000893,      0.000526,      0.000328
  640,      0.000886,      0.000521,      0.000327
  645,      0.000879,      0.000516,      0.000325
  650,      0.000872,      0.000511,      0.000324
  655,      0.000865,      0.000506,      0.000323
  660,      0.000858,      0.000501,      0.000322
  665,      0.000851,      0.000497,      0.000321
  670,      0.000845,      0.000492,      0.000320
  675,      0.000838,      0.000488,      0.000319
  680,      0.000832,      0.000483,      0.000318
  685,      0.000825,      0.000479,      0.000317
  690,      0.000819,      0.000474,      0.000316
  695,      0.000813,      0.000470,      0.000314
  700,      0.000807,      0.000466,      0.000313
  705,      0.000801,      0.000462,      0.000312
  710,      0.000795,      0.000458,      0.000311
  715,      0.000790,      0.000454,      0.000310
  720,      0.000784,      0.000450,      0.000309
  725,      0.000778,      0.000446,      0.000308
