   10,      0.003414,      0.003677,      0.004201
   15,      0.003850,      0.003514,      0.003861
   20,      0.004630,      0.003505,      0.003842
   25,      0.005886,      0.003544,      0.003738
   30,      0.006753,      0.003534,      0.003736
   35,      0.007312,      0.003476,      0.003547
   40,      0.008100,      0.003451,      0.003484
   45,      0.009147,      0.003506,      0.003420
   50,      0.009842,      0.003488,      0.003360
   55,      0.010007,      0.003388,      0.003304
   60,      0.009940,      0.003234,      0.003256
   65,      0.009574,      0.003222,      0.003307
   70,      0.008927,      0.003171,      0.003283
   75,      0.008015,      0.003115,      0.003330
   80,      0.007176,      0.003036,      0.003315
   85,      0.006323,      0.003015,      0.003347
   90,      0.005550,      0.002956,      0.003401
   95,      0.004739,      0.002943,      0.003424
  100,      0.004017,      0.002929,      0.003447
  105,      0.003644,      0.003087,      0.003378
  110,      0.003435,      0.003219,      0.003259
  115,      0.003356,      0.003379,      0.003086
  120,      0.003622,      0.003434,      0.003066
  125,      0.004201,      0.003473,      0.003046
  130,      0.004835,      0.003448,      0.003020
  135,      0.005479,      0.003432,      0.002961
  140,      0.006201,      0.003449,      0.002965
  145,      0.006858,      0.003431,      0.002961
  150,      0.007300,      0.003367,      0.002900
  155,      0.007699,      0.003306,      0.002843
  160,      0.008107,      0.003257,      0.002859
  165,      0.008360,      0.003137,      0.002964
  170,      0.008353,      0.002951,      0.003032
  175,      0.008199,      0.002744,      0.003115
  180,      0.007969,      0.002615,      0.003205
  185,      0.007576,      0.002536,      0.003291
  190,      0.007028,      0.002470,      0.003309
  195,      0.006423,      0.002424,      0.003290
  200,      0.005837,      0.002415,      0.003270
  205,      0.005316,      0.002423,      0.003220
  210,      0.004842,      0.002458,      0.003153
  215,      0.004406,      0.002505,      0.003037
  220,      0.004062,      0.002587,      0.002929
  225,      0.003830,      0.002692,      0.002805
  230,      0.003716,      0.002794,      0.002702
  235,      0.003884,      0.002913,      0.002602
  240,      0.004163,      0.003033,      0.002494
  245,      0.004472,      0.003126,      0.002385
  250,      0.004827,      0.003189,      0.002287
  255,      0.005277,      0.003257,      0.002184
  260,      0.005774,      0.003304,      0.002083
  265,      0.006212,      0.003302,      0.002004
  270,      0.006584,      0.003248,      0.001954
  275,      0.006911,      0.003165,      0.001981
  280,      0.007145,      0.003040,      0.002058
  285,      0.007233,      0.002867,      0.002186
  290,      0.007183,      0.002665,      0.002334
  295,      0.007017,      0.002460,      0.002484
  300,      0.006701,      0.002278,      0.002608
  305,      0.006238,      0.002163,      0.002708
  310,      0.005678,      0.002103,      0.002752
  315,      0.005105,      0.002098,      0.002760
  320,      0.004589,      0.002131,      0.002738
  325,      0.004189,      0.002200,      0.002688
  330,      0.003892,      0.002296,      0.002621
  335,      0.003699,      0.002403,      0.002543
  340,      0.003585,      0.002507,      0.002456
  345,      0.003583,      0.002599,      0.002376
  350,      0.003776,      0.002668,      0.002333
  355,      0.004028,      0.002714,      0.002301
  360,      0.004288,      0.002739,      0.002271
  365,      0.004543,      0.002747,      0.002235
  370,      0.004793,      0.002738,      0.002186
  375,      0.005056,      0.002712,      0.002133
  380,      0.005352,      0.002671,      0.002100
  385,      0.005622,      0.002618,      0.002103
  390,      0.005826,      0.002550,      0.002131
  395,      0.005949,      0.002462,      0.002169
  400,      0.005984,      0.002356,      0.002221
  405,      0.005927,      0.002239,      0.002268
  410,      0.005774,      0.002119,      0.002301
  415,      0.005529,      0.002004,      0.002319
  420,      0.005210,      0.001921,      0.002311
  425,      0.004860,      0.001939,      0.002273
  430,      0.004526,      0.001987,      0.002206
  435,      0.004238,      0.002064,      0.002114
  440,      0.004028,      0.002154,      0.002011
  445,      0.003876,      0.002243,      0.001902
  450,      0.003773,      0.002319,      0.001792
  455,      0.003714,      0.002382,      0.001689
  460,      0.003706,      0.002434,      0.001599
  465,      0.003806,      0.002483,      0.001535
  470,      0.004002,      0.002533,      0.001504
  475,      0.004223,      0.002578,      0.001481
  480,      0.004448,      0.002611,      0.001465
  485,      0.004672,      0.002633,      0.001448
  490,      0.004890,      0.002636,      0.001432
  495,      0.005094,      0.002614,      0.001425
  500,      0.005276,      0.002559,      0.001444
  505,      0.005423,      0.002464,      0.001546
  510,      0.005512,      0.002322,      0.001713
  515,      0.005508,      0.002131,      0.001892
  520,      0.005405,      0.001895,      0.002060
  525,      0.005204,      0.001628,      0.002201
  530,      0.004919,      0.001358,      0.002308
  535,      0.004575,      0.001172,      0.002370
  540,      0.004243,      0.001127,      0.002388
  545,      0.003992,      0.001191,      0.002370
  550,      0.003797,      0.001297,      0.002324
  555,      0.003638,      0.001390,      0.002264
  560,      0.003511,      0.001461,      0.002199
  565,      0.003422,      0.001510,      0.002138
  570,      0.003390,      0.001539,      0.002087
  575,      0.003419,      0.001553,      0.002061
  580,      0.003496,      0.001556,      0.002064
  585,      0.003615,      0.001550,      0.002081
  590,      0.003760,      0.001542,      0.002100
  595,      0.003914,      0.001537,      0.002111
  600,      0.004058,      0.001535,      0.002110
  605,      0.004185,      0.001532,      0.002093
  610,      0.004293,      0.001528,      0.002056
